bacteria_name_encoded,antibiotic_encoded,country_encoded,specimen_site_encoded,year,resist_rate_bacteria,resist_rate_antibiotic,resist_rate_country,is_resistant
2,11,0,4,2022,0.49,0.469,0.467,0
2,12,0,4,2022,0.49,0.278,0.467,0
2,0,0,4,2022,0.49,0.273,0.467,0
2,15,0,4,2022,0.49,0.249,0.467,0
3,1,7,0,2022,0.515,0.877,0.473,1
3,7,7,0,2022,0.515,0.538,0.473,1
3,5,7,0,2022,0.515,0.512,0.473,0
3,21,7,0,2022,0.515,0.677,0.473,1
3,11,7,0,2022,0.515,0.469,0.473,1
3,12,7,0,2022,0.515,0.278,0.473,0
3,0,7,0,2022,0.515,0.273,0.473,0
3,9,7,0,2022,0.515,0.143,0.473,0
7,16,7,1,2023,0.457,0.496,0.473,0
7,7,7,1,2023,0.457,0.538,0.473,0
7,10,7,1,2023,0.457,0.538,0.473,0
7,21,7,1,2023,0.457,0.677,0.473,1
7,11,7,1,2023,0.457,0.469,0.473,1
7,22,7,1,2023,0.457,0.097,0.473,0
7,8,7,1,2023,0.457,0.39,0.473,0
7,20,7,1,2023,0.457,0.61,0.473,0
1,1,1,4,2024,0.417,0.877,0.463,1
1,22,1,4,2024,0.417,0.097,0.463,0
1,10,1,4,2024,0.417,0.538,0.463,1
1,20,1,4,2024,0.417,0.61,0.463,1
1,7,1,4,2024,0.417,0.538,0.463,1
1,11,1,4,2024,0.417,0.469,0.463,1
1,13,1,4,2024,0.417,0.11,0.463,0
1,15,1,4,2024,0.417,0.249,0.463,0
6,1,3,4,2023,0.409,0.877,0.469,1
6,7,3,4,2023,0.409,0.538,0.469,0
6,6,3,4,2023,0.409,0.536,0.469,1
6,21,3,4,2023,0.409,0.677,0.469,1
6,5,3,4,2023,0.409,0.512,0.469,0
6,2,3,4,2023,0.409,0.192,0.469,0
6,20,3,4,2023,0.409,0.61,0.469,1
6,0,3,4,2023,0.409,0.273,0.469,1
0,7,7,4,2019,0.689,0.538,0.473,0
0,12,7,4,2019,0.689,0.278,0.473,0
0,11,7,4,2019,0.689,0.469,0.473,1
0,5,7,4,2019,0.689,0.512,0.473,0
0,0,7,4,2019,0.689,0.273,0.473,1
0,9,7,4,2019,0.689,0.143,0.473,1
0,14,7,4,2019,0.689,0.514,0.473,0
0,21,7,4,2019,0.689,0.677,0.473,1
7,16,5,1,2023,0.457,0.496,0.473,0
7,7,5,1,2023,0.457,0.538,0.473,0
7,10,5,1,2023,0.457,0.538,0.473,1
7,21,5,1,2023,0.457,0.677,0.473,1
7,11,5,1,2023,0.457,0.469,0.473,0
7,22,5,1,2023,0.457,0.097,0.473,0
7,8,5,1,2023,0.457,0.39,0.473,0
7,20,5,1,2023,0.457,0.61,0.473,1
2,1,5,5,2020,0.49,0.877,0.473,1
2,7,5,5,2020,0.49,0.538,0.473,0
2,5,5,5,2020,0.49,0.512,0.473,0
2,21,5,5,2020,0.49,0.677,0.473,0
2,11,5,5,2020,0.49,0.469,0.473,1
2,12,5,5,2020,0.49,0.278,0.473,0
2,0,5,5,2020,0.49,0.273,0.473,0
2,15,5,5,2020,0.49,0.249,0.473,0
2,1,3,5,2023,0.49,0.877,0.469,1
2,7,3,5,2023,0.49,0.538,0.469,1
2,5,3,5,2023,0.49,0.512,0.469,1
2,21,3,5,2023,0.49,0.677,0.469,1
2,11,3,5,2023,0.49,0.469,0.469,1
2,12,3,5,2023,0.49,0.278,0.469,0
2,0,3,5,2023,0.49,0.273,0.469,0
2,15,3,5,2023,0.49,0.249,0.469,0
3,1,5,2,2021,0.515,0.877,0.473,1
3,7,5,2,2021,0.515,0.538,0.473,0
3,5,5,2,2021,0.515,0.512,0.473,1
3,21,5,2,2021,0.515,0.677,0.473,1
3,11,5,2,2021,0.515,0.469,0.473,1
3,12,5,2,2021,0.515,0.278,0.473,1
3,0,5,2,2021,0.515,0.273,0.473,0
3,9,5,2,2021,0.515,0.143,0.473,0
5,7,2,1,2024,0.41,0.538,0.468,0
5,12,2,1,2024,0.41,0.278,0.468,0
5,11,2,1,2024,0.41,0.469,0.468,1
5,4,2,1,2024,0.41,0.446,0.468,0
5,0,2,1,2024,0.41,0.273,0.468,1
5,18,2,1,2024,0.41,0.531,0.468,0
5,9,2,1,2024,0.41,0.143,0.468,0
5,14,2,1,2024,0.41,0.514,0.468,1
2,1,2,0,2020,0.49,0.877,0.468,0
2,7,2,0,2020,0.49,0.538,0.468,1
2,5,2,0,2020,0.49,0.512,0.468,0
2,21,2,0,2020,0.49,0.677,0.468,1
2,11,2,0,2020,0.49,0.469,0.468,1
2,12,2,0,2020,0.49,0.278,0.468,0
2,0,2,0,2020,0.49,0.273,0.468,0
2,15,2,0,2020,0.49,0.249,0.468,0
3,1,4,0,2019,0.515,0.877,0.464,1
3,7,4,0,2019,0.515,0.538,0.464,1
3,5,4,0,2019,0.515,0.512,0.464,0
3,21,4,0,2019,0.515,0.677,0.464,1
3,11,4,0,2019,0.515,0.469,0.464,0
3,12,4,0,2019,0.515,0.278,0.464,1
3,0,4,0,2019,0.515,0.273,0.464,0
3,9,4,0,2019,0.515,0.143,0.464,0
6,1,5,0,2022,0.409,0.877,0.473,1
6,7,5,0,2022,0.409,0.538,0.473,0
6,6,5,0,2022,0.409,0.536,0.473,1
6,21,5,0,2022,0.409,0.677,0.473,1
6,5,5,0,2022,0.409,0.512,0.473,1
6,2,5,0,2022,0.409,0.192,0.473,0
6,20,5,0,2022,0.409,0.61,0.473,0
6,0,5,0,2022,0.409,0.273,0.473,1
2,1,1,2,2024,0.49,0.877,0.463,1
2,7,1,2,2024,0.49,0.538,0.463,1
2,5,1,2,2024,0.49,0.512,0.463,0
2,21,1,2,2024,0.49,0.677,0.463,1
2,11,1,2,2024,0.49,0.469,0.463,0
2,12,1,2,2024,0.49,0.278,0.463,0
2,0,1,2,2024,0.49,0.273,0.463,0
2,15,1,2,2024,0.49,0.249,0.463,1
7,16,1,5,2022,0.457,0.496,0.463,0
7,7,1,5,2022,0.457,0.538,0.463,0
7,10,1,5,2022,0.457,0.538,0.463,0
7,21,1,5,2022,0.457,0.677,0.463,0
7,11,1,5,2022,0.457,0.469,0.463,1
7,22,1,5,2022,0.457,0.097,0.463,0
7,8,1,5,2022,0.457,0.39,0.463,0
7,20,1,5,2022,0.457,0.61,0.463,1
2,1,5,5,2022,0.49,0.877,0.473,1
2,7,5,5,2022,0.49,0.538,0.473,0
2,5,5,5,2022,0.49,0.512,0.473,1
2,21,5,5,2022,0.49,0.677,0.473,1
2,11,5,5,2022,0.49,0.469,0.473,1
2,12,5,5,2022,0.49,0.278,0.473,0
2,0,5,5,2022,0.49,0.273,0.473,1
2,15,5,5,2022,0.49,0.249,0.473,1
2,1,3,2,2022,0.49,0.877,0.469,1
2,7,3,2,2022,0.49,0.538,0.469,1
2,5,3,2,2022,0.49,0.512,0.469,1
2,21,3,2,2022,0.49,0.677,0.469,1
2,11,3,2,2022,0.49,0.469,0.469,1
2,12,3,2,2022,0.49,0.278,0.469,0
2,0,3,2,2022,0.49,0.273,0.469,0
2,15,3,2,2022,0.49,0.249,0.469,0
3,1,7,4,2022,0.515,0.877,0.473,1
3,7,7,4,2022,0.515,0.538,0.473,1
3,5,7,4,2022,0.515,0.512,0.473,0
3,21,7,4,2022,0.515,0.677,0.473,1
3,11,7,4,2022,0.515,0.469,0.473,0
3,12,7,4,2022,0.515,0.278,0.473,0
3,0,7,4,2022,0.515,0.273,0.473,0
3,9,7,4,2022,0.515,0.143,0.473,0
6,1,0,4,2023,0.409,0.877,0.467,0
6,7,0,4,2023,0.409,0.538,0.467,0
6,6,0,4,2023,0.409,0.536,0.467,0
6,21,0,4,2023,0.409,0.677,0.467,1
6,5,0,4,2023,0.409,0.512,0.467,1
6,2,0,4,2023,0.409,0.192,0.467,0
6,20,0,4,2023,0.409,0.61,0.467,1
6,0,0,4,2023,0.409,0.273,0.467,0
0,7,7,1,2019,0.689,0.538,0.473,0
0,12,7,1,2019,0.689,0.278,0.473,1
0,11,7,1,2019,0.689,0.469,0.473,1
0,5,7,1,2019,0.689,0.512,0.473,1
0,0,7,1,2019,0.689,0.273,0.473,0
0,9,7,1,2019,0.689,0.143,0.473,0
0,14,7,1,2019,0.689,0.514,0.473,0
0,21,7,1,2019,0.689,0.677,0.473,1
2,1,0,5,2019,0.49,0.877,0.467,1
2,7,0,5,2019,0.49,0.538,0.467,0
2,5,0,5,2019,0.49,0.512,0.467,0
2,21,0,5,2019,0.49,0.677,0.467,0
2,11,0,5,2019,0.49,0.469,0.467,0
2,12,0,5,2019,0.49,0.278,0.467,0
2,0,0,5,2019,0.49,0.273,0.467,0
2,15,0,5,2019,0.49,0.249,0.467,0
8,17,4,2,2024,0.331,0.429,0.464,0
8,10,4,2,2024,0.331,0.538,0.464,0
8,21,4,2,2024,0.331,0.677,0.464,1
8,7,4,2,2024,0.331,0.538,0.464,1
8,5,4,2,2024,0.331,0.512,0.464,0
8,22,4,2,2024,0.331,0.097,0.464,0
8,20,4,2,2024,0.331,0.61,0.464,0
8,8,4,2,2024,0.331,0.39,0.464,0
2,1,3,3,2024,0.49,0.877,0.469,1
2,7,3,3,2024,0.49,0.538,0.469,1
2,5,3,3,2024,0.49,0.512,0.469,1
2,21,3,3,2024,0.49,0.677,0.469,1
2,11,3,3,2024,0.49,0.469,0.469,0
2,12,3,3,2024,0.49,0.278,0.469,0
2,0,3,3,2024,0.49,0.273,0.469,1
2,15,3,3,2024,0.49,0.249,0.469,0
3,1,6,5,2019,0.515,0.877,0.469,1
3,7,6,5,2019,0.515,0.538,0.469,0
3,5,6,5,2019,0.515,0.512,0.469,1
3,21,6,5,2019,0.515,0.677,0.469,0
3,11,6,5,2019,0.515,0.469,0.469,1
3,12,6,5,2019,0.515,0.278,0.469,1
3,0,6,5,2019,0.515,0.273,0.469,0
3,9,6,5,2019,0.515,0.143,0.469,0
7,16,5,0,2023,0.457,0.496,0.473,1
7,7,5,0,2023,0.457,0.538,0.473,0
7,10,5,0,2023,0.457,0.538,0.473,1
7,21,5,0,2023,0.457,0.677,0.473,1
7,11,5,0,2023,0.457,0.469,0.473,0
7,22,5,0,2023,0.457,0.097,0.473,0
7,8,5,0,2023,0.457,0.39,0.473,1
7,20,5,0,2023,0.457,0.61,0.473,1
3,1,7,3,2022,0.515,0.877,0.473,1
3,7,7,3,2022,0.515,0.538,0.473,1
3,5,7,3,2022,0.515,0.512,0.473,1
3,21,7,3,2022,0.515,0.677,0.473,1
3,11,7,3,2022,0.515,0.469,0.473,0
3,12,7,3,2022,0.515,0.278,0.473,0
3,0,7,3,2022,0.515,0.273,0.473,0
3,9,7,3,2022,0.515,0.143,0.473,0
3,1,4,4,2022,0.515,0.877,0.464,1
3,7,4,4,2022,0.515,0.538,0.464,0
3,5,4,4,2022,0.515,0.512,0.464,0
3,21,4,4,2022,0.515,0.677,0.464,1
3,11,4,4,2022,0.515,0.469,0.464,1
3,12,4,4,2022,0.515,0.278,0.464,1
3,0,4,4,2022,0.515,0.273,0.464,0
3,9,4,4,2022,0.515,0.143,0.464,0
0,7,3,4,2024,0.689,0.538,0.469,1
0,12,3,4,2024,0.689,0.278,0.469,1
0,11,3,4,2024,0.689,0.469,0.469,1
0,5,3,4,2024,0.689,0.512,0.469,1
0,0,3,4,2024,0.689,0.273,0.469,1
0,9,3,4,2024,0.689,0.143,0.469,0
0,14,3,4,2024,0.689,0.514,0.469,1
0,21,3,4,2024,0.689,0.677,0.469,1
2,1,4,4,2024,0.49,0.877,0.464,1
2,7,4,4,2024,0.49,0.538,0.464,1
2,5,4,4,2024,0.49,0.512,0.464,1
2,21,4,4,2024,0.49,0.677,0.464,1
2,11,4,4,2024,0.49,0.469,0.464,1
2,12,4,4,2024,0.49,0.278,0.464,0
2,0,4,4,2024,0.49,0.273,0.464,0
2,15,4,4,2024,0.49,0.249,0.464,0
2,1,5,5,2024,0.49,0.877,0.473,1
2,7,5,5,2024,0.49,0.538,0.473,0
2,5,5,5,2024,0.49,0.512,0.473,1
2,21,5,5,2024,0.49,0.677,0.473,1
2,11,5,5,2024,0.49,0.469,0.473,0
2,12,5,5,2024,0.49,0.278,0.473,0
2,0,5,5,2024,0.49,0.273,0.473,0
2,15,5,5,2024,0.49,0.249,0.473,0
3,1,2,1,2019,0.515,0.877,0.468,1
3,7,2,1,2019,0.515,0.538,0.468,1
3,5,2,1,2019,0.515,0.512,0.468,1
3,21,2,1,2019,0.515,0.677,0.468,0
3,11,2,1,2019,0.515,0.469,0.468,1
3,12,2,1,2019,0.515,0.278,0.468,0
3,0,2,1,2019,0.515,0.273,0.468,1
3,9,2,1,2019,0.515,0.143,0.468,0
2,1,4,5,2021,0.49,0.877,0.464,1
2,7,4,5,2021,0.49,0.538,0.464,0
2,5,4,5,2021,0.49,0.512,0.464,1
2,21,4,5,2021,0.49,0.677,0.464,1
2,11,4,5,2021,0.49,0.469,0.464,0
2,12,4,5,2021,0.49,0.278,0.464,0
2,0,4,5,2021,0.49,0.273,0.464,0
2,15,4,5,2021,0.49,0.249,0.464,0
7,16,1,1,2019,0.457,0.496,0.463,0
7,7,1,1,2019,0.457,0.538,0.463,1
7,10,1,1,2019,0.457,0.538,0.463,1
7,21,1,1,2019,0.457,0.677,0.463,0
7,11,1,1,2019,0.457,0.469,0.463,1
7,22,1,1,2019,0.457,0.097,0.463,0
7,8,1,1,2019,0.457,0.39,0.463,1
7,20,1,1,2019,0.457,0.61,0.463,0
3,1,6,5,2021,0.515,0.877,0.469,1
3,7,6,5,2021,0.515,0.538,0.469,0
3,5,6,5,2021,0.515,0.512,0.469,1
3,21,6,5,2021,0.515,0.677,0.469,1
3,11,6,5,2021,0.515,0.469,0.469,0
3,12,6,5,2021,0.515,0.278,0.469,1
3,0,6,5,2021,0.515,0.273,0.469,1
3,9,6,5,2021,0.515,0.143,0.469,0
6,1,5,4,2020,0.409,0.877,0.473,1
6,7,5,4,2020,0.409,0.538,0.473,1
6,6,5,4,2020,0.409,0.536,0.473,0
6,21,5,4,2020,0.409,0.677,0.473,1
6,5,5,4,2020,0.409,0.512,0.473,0
6,2,5,4,2020,0.409,0.192,0.473,0
6,20,5,4,2020,0.409,0.61,0.473,1
6,0,5,4,2020,0.409,0.273,0.473,0
8,17,5,5,2019,0.331,0.429,0.473,0
8,10,5,5,2019,0.331,0.538,0.473,0
8,21,5,5,2019,0.331,0.677,0.473,1
8,7,5,5,2019,0.331,0.538,0.473,0
8,5,5,5,2019,0.331,0.512,0.473,0
8,22,5,5,2019,0.331,0.097,0.473,0
8,20,5,5,2019,0.331,0.61,0.473,1
8,8,5,5,2019,0.331,0.39,0.473,0
2,1,7,2,2022,0.49,0.877,0.473,1
2,7,7,2,2022,0.49,0.538,0.473,1
2,5,7,2,2022,0.49,0.512,0.473,0
2,21,7,2,2022,0.49,0.677,0.473,1
2,11,7,2,2022,0.49,0.469,0.473,1
2,12,7,2,2022,0.49,0.278,0.473,1
2,0,7,2,2022,0.49,0.273,0.473,0
2,15,7,2,2022,0.49,0.249,0.473,0
4,17,1,1,2024,0.422,0.429,0.463,1
4,7,1,1,2024,0.422,0.538,0.463,1
4,20,1,1,2024,0.422,0.61,0.463,1
4,5,1,1,2024,0.422,0.512,0.463,0
4,2,1,1,2024,0.422,0.192,0.463,0
4,19,1,1,2024,0.422,0.124,0.463,0
4,3,1,1,2024,0.422,0.261,0.463,0
4,11,1,1,2024,0.422,0.469,0.463,1
2,1,2,1,2021,0.49,0.877,0.468,1
2,7,2,1,2021,0.49,0.538,0.468,1
2,5,2,1,2021,0.49,0.512,0.468,0
2,21,2,1,2021,0.49,0.677,0.468,1
2,11,2,1,2021,0.49,0.469,0.468,0
2,12,2,1,2021,0.49,0.278,0.468,1
2,0,2,1,2021,0.49,0.273,0.468,0
2,15,2,1,2021,0.49,0.249,0.468,0
7,16,7,1,2022,0.457,0.496,0.473,0
7,7,7,1,2022,0.457,0.538,0.473,0
7,10,7,1,2022,0.457,0.538,0.473,1
7,21,7,1,2022,0.457,0.677,0.473,1
7,11,7,1,2022,0.457,0.469,0.473,1
7,22,7,1,2022,0.457,0.097,0.473,0
7,8,7,1,2022,0.457,0.39,0.473,1
7,20,7,1,2022,0.457,0.61,0.473,1
2,1,5,4,2019,0.49,0.877,0.473,1
2,7,5,4,2019,0.49,0.538,0.473,1
2,5,5,4,2019,0.49,0.512,0.473,1
2,21,5,4,2019,0.49,0.677,0.473,1
2,11,5,4,2019,0.49,0.469,0.473,0
2,12,5,4,2019,0.49,0.278,0.473,0
2,0,5,4,2019,0.49,0.273,0.473,1
2,15,5,4,2019,0.49,0.249,0.473,0
7,16,3,4,2022,0.457,0.496,0.469,1
7,7,3,4,2022,0.457,0.538,0.469,1
7,10,3,4,2022,0.457,0.538,0.469,1
7,21,3,4,2022,0.457,0.677,0.469,0
7,11,3,4,2022,0.457,0.469,0.469,0
7,22,3,4,2022,0.457,0.097,0.469,0
7,8,3,4,2022,0.457,0.39,0.469,1
7,20,3,4,2022,0.457,0.61,0.469,1
7,16,1,3,2024,0.457,0.496,0.463,1
7,7,1,3,2024,0.457,0.538,0.463,0
7,10,1,3,2024,0.457,0.538,0.463,1
7,21,1,3,2024,0.457,0.677,0.463,0
7,11,1,3,2024,0.457,0.469,0.463,1
7,22,1,3,2024,0.457,0.097,0.463,0
7,8,1,3,2024,0.457,0.39,0.463,0
7,20,1,3,2024,0.457,0.61,0.463,0
3,1,7,2,2021,0.515,0.877,0.473,1
3,7,7,2,2021,0.515,0.538,0.473,1
3,5,7,2,2021,0.515,0.512,0.473,0
3,21,7,2,2021,0.515,0.677,0.473,1
3,11,7,2,2021,0.515,0.469,0.473,0
3,12,7,2,2021,0.515,0.278,0.473,0
3,0,7,2,2021,0.515,0.273,0.473,1
3,9,7,2,2021,0.515,0.143,0.473,0
4,17,4,2,2023,0.422,0.429,0.464,1
4,7,4,2,2023,0.422,0.538,0.464,1
4,20,4,2,2023,0.422,0.61,0.464,0
4,5,4,2,2023,0.422,0.512,0.464,1
4,2,4,2,2023,0.422,0.192,0.464,1
4,19,4,2,2023,0.422,0.124,0.464,0
4,3,4,2,2023,0.422,0.261,0.464,0
4,11,4,2,2023,0.422,0.469,0.464,0
7,16,5,1,2022,0.457,0.496,0.473,0
7,7,5,1,2022,0.457,0.538,0.473,0
7,10,5,1,2022,0.457,0.538,0.473,1
7,21,5,1,2022,0.457,0.677,0.473,1
7,11,5,1,2022,0.457,0.469,0.473,0
7,22,5,1,2022,0.457,0.097,0.473,1
7,8,5,1,2022,0.457,0.39,0.473,1
7,20,5,1,2022,0.457,0.61,0.473,1
3,1,6,4,2021,0.515,0.877,0.469,1
3,7,6,4,2021,0.515,0.538,0.469,1
3,5,6,4,2021,0.515,0.512,0.469,1
3,21,6,4,2021,0.515,0.677,0.469,1
3,11,6,4,2021,0.515,0.469,0.469,1
3,12,6,4,2021,0.515,0.278,0.469,0
3,0,6,4,2021,0.515,0.273,0.469,1
3,9,6,4,2021,0.515,0.143,0.469,0
6,1,7,4,2022,0.409,0.877,0.473,1
6,7,7,4,2022,0.409,0.538,0.473,0
6,6,7,4,2022,0.409,0.536,0.473,1
6,21,7,4,2022,0.409,0.677,0.473,0
6,5,7,4,2022,0.409,0.512,0.473,1
6,2,7,4,2022,0.409,0.192,0.473,0
6,20,7,4,2022,0.409,0.61,0.473,1
6,0,7,4,2022,0.409,0.273,0.473,0
2,1,1,2,2023,0.49,0.877,0.463,1
2,7,1,2,2023,0.49,0.538,0.463,1
2,5,1,2,2023,0.49,0.512,0.463,1
2,21,1,2,2023,0.49,0.677,0.463,1
2,11,1,2,2023,0.49,0.469,0.463,0
2,12,1,2,2023,0.49,0.278,0.463,0
2,0,1,2,2023,0.49,0.273,0.463,1
2,15,1,2,2023,0.49,0.249,0.463,0
8,17,7,1,2023,0.331,0.429,0.473,0
8,10,7,1,2023,0.331,0.538,0.473,1
8,21,7,1,2023,0.331,0.677,0.473,0
8,7,7,1,2023,0.331,0.538,0.473,0
8,5,7,1,2023,0.331,0.512,0.473,0
8,22,7,1,2023,0.331,0.097,0.473,0
8,20,7,1,2023,0.331,0.61,0.473,1
8,8,7,1,2023,0.331,0.39,0.473,0
2,1,7,1,2023,0.49,0.877,0.473,1
2,7,7,1,2023,0.49,0.538,0.473,0
2,5,7,1,2023,0.49,0.512,0.473,1
2,21,7,1,2023,0.49,0.677,0.473,0
2,11,7,1,2023,0.49,0.469,0.473,1
2,12,7,1,2023,0.49,0.278,0.473,0
2,0,7,1,2023,0.49,0.273,0.473,0
2,15,7,1,2023,0.49,0.249,0.473,0
3,1,1,2,2023,0.515,0.877,0.463,1
3,7,1,2,2023,0.515,0.538,0.463,1
3,5,1,2,2023,0.515,0.512,0.463,1
3,21,1,2,2023,0.515,0.677,0.463,1
3,11,1,2,2023,0.515,0.469,0.463,0
3,12,1,2,2023,0.515,0.278,0.463,0
3,0,1,2,2023,0.515,0.273,0.463,0
3,9,1,2,2023,0.515,0.143,0.463,0
1,1,0,4,2019,0.417,0.877,0.467,0
1,22,0,4,2019,0.417,0.097,0.467,1
1,10,0,4,2019,0.417,0.538,0.467,0
1,20,0,4,2019,0.417,0.61,0.467,1
1,7,0,4,2019,0.417,0.538,0.467,0
1,11,0,4,2019,0.417,0.469,0.467,1
1,13,0,4,2019,0.417,0.11,0.467,0
1,15,0,4,2019,0.417,0.249,0.467,0
3,1,5,4,2024,0.515,0.877,0.473,1
3,7,5,4,2024,0.515,0.538,0.473,0
3,5,5,4,2024,0.515,0.512,0.473,1
3,21,5,4,2024,0.515,0.677,0.473,1
3,11,5,4,2024,0.515,0.469,0.473,1
3,12,5,4,2024,0.515,0.278,0.473,0
3,0,5,4,2024,0.515,0.273,0.473,1
3,9,5,4,2024,0.515,0.143,0.473,0
7,16,7,5,2019,0.457,0.496,0.473,1
7,7,7,5,2019,0.457,0.538,0.473,0
7,10,7,5,2019,0.457,0.538,0.473,0
7,21,7,5,2019,0.457,0.677,0.473,1
7,11,7,5,2019,0.457,0.469,0.473,0
7,22,7,5,2019,0.457,0.097,0.473,0
7,8,7,5,2019,0.457,0.39,0.473,0
7,20,7,5,2019,0.457,0.61,0.473,0
8,17,1,1,2022,0.331,0.429,0.463,0
8,10,1,1,2022,0.331,0.538,0.463,1
8,21,1,1,2022,0.331,0.677,0.463,1
8,7,1,1,2022,0.331,0.538,0.463,0
8,5,1,1,2022,0.331,0.512,0.463,0
8,22,1,1,2022,0.331,0.097,0.463,0
8,20,1,1,2022,0.331,0.61,0.463,1
8,8,1,1,2022,0.331,0.39,0.463,0
3,1,6,2,2019,0.515,0.877,0.469,1
3,7,6,2,2019,0.515,0.538,0.469,0
3,5,6,2,2019,0.515,0.512,0.469,1
3,21,6,2,2019,0.515,0.677,0.469,1
3,11,6,2,2019,0.515,0.469,0.469,0
3,12,6,2,2019,0.515,0.278,0.469,0
3,0,6,2,2019,0.515,0.273,0.469,1
3,9,6,2,2019,0.515,0.143,0.469,0
3,1,7,0,2019,0.515,0.877,0.473,1
3,7,7,0,2019,0.515,0.538,0.473,1
3,5,7,0,2019,0.515,0.512,0.473,0
3,21,7,0,2019,0.515,0.677,0.473,0
3,11,7,0,2019,0.515,0.469,0.473,1
3,12,7,0,2019,0.515,0.278,0.473,1
3,0,7,0,2019,0.515,0.273,0.473,0
3,9,7,0,2019,0.515,0.143,0.473,0
7,16,4,3,2024,0.457,0.496,0.464,0
7,7,4,3,2024,0.457,0.538,0.464,0
7,10,4,3,2024,0.457,0.538,0.464,1
7,21,4,3,2024,0.457,0.677,0.464,1
7,11,4,3,2024,0.457,0.469,0.464,0
7,22,4,3,2024,0.457,0.097,0.464,0
7,8,4,3,2024,0.457,0.39,0.464,1
7,20,4,3,2024,0.457,0.61,0.464,1
2,1,3,2,2020,0.49,0.877,0.469,1
2,7,3,2,2020,0.49,0.538,0.469,1
2,5,3,2,2020,0.49,0.512,0.469,0
2,21,3,2,2020,0.49,0.677,0.469,1
2,11,3,2,2020,0.49,0.469,0.469,0
2,12,3,2,2020,0.49,0.278,0.469,0
2,0,3,2,2020,0.49,0.273,0.469,0
2,15,3,2,2020,0.49,0.249,0.469,0
7,16,4,0,2024,0.457,0.496,0.464,1
7,7,4,0,2024,0.457,0.538,0.464,0
7,10,4,0,2024,0.457,0.538,0.464,0
7,21,4,0,2024,0.457,0.677,0.464,1
7,11,4,0,2024,0.457,0.469,0.464,0
7,22,4,0,2024,0.457,0.097,0.464,0
7,8,4,0,2024,0.457,0.39,0.464,0
7,20,4,0,2024,0.457,0.61,0.464,0
7,16,4,1,2019,0.457,0.496,0.464,0
7,7,4,1,2019,0.457,0.538,0.464,0
7,10,4,1,2019,0.457,0.538,0.464,1
7,21,4,1,2019,0.457,0.677,0.464,1
7,11,4,1,2019,0.457,0.469,0.464,0
7,22,4,1,2019,0.457,0.097,0.464,0
7,8,4,1,2019,0.457,0.39,0.464,0
7,20,4,1,2019,0.457,0.61,0.464,0
6,1,6,4,2021,0.409,0.877,0.469,1
6,7,6,4,2021,0.409,0.538,0.469,1
6,6,6,4,2021,0.409,0.536,0.469,0
6,21,6,4,2021,0.409,0.677,0.469,1
6,5,6,4,2021,0.409,0.512,0.469,0
6,2,6,4,2021,0.409,0.192,0.469,0
6,20,6,4,2021,0.409,0.61,0.469,1
6,0,6,4,2021,0.409,0.273,0.469,0
0,7,7,2,2022,0.689,0.538,0.473,1
0,12,7,2,2022,0.689,0.278,0.473,1
0,11,7,2,2022,0.689,0.469,0.473,1
0,5,7,2,2022,0.689,0.512,0.473,1
0,0,7,2,2022,0.689,0.273,0.473,1
0,9,7,2,2022,0.689,0.143,0.473,0
0,14,7,2,2022,0.689,0.514,0.473,1
0,21,7,2,2022,0.689,0.677,0.473,1
2,1,7,5,2022,0.49,0.877,0.473,1
2,7,7,5,2022,0.49,0.538,0.473,1
2,5,7,5,2022,0.49,0.512,0.473,0
2,21,7,5,2022,0.49,0.677,0.473,1
2,11,7,5,2022,0.49,0.469,0.473,1
2,12,7,5,2022,0.49,0.278,0.473,0
2,0,7,5,2022,0.49,0.273,0.473,0
2,15,7,5,2022,0.49,0.249,0.473,0
3,1,7,4,2019,0.515,0.877,0.473,1
3,7,7,4,2019,0.515,0.538,0.473,0
3,5,7,4,2019,0.515,0.512,0.473,1
3,21,7,4,2019,0.515,0.677,0.473,1
3,11,7,4,2019,0.515,0.469,0.473,1
3,12,7,4,2019,0.515,0.278,0.473,0
3,0,7,4,2019,0.515,0.273,0.473,0
3,9,7,4,2019,0.515,0.143,0.473,0
7,16,4,1,2020,0.457,0.496,0.464,1
7,7,4,1,2020,0.457,0.538,0.464,0
7,10,4,1,2020,0.457,0.538,0.464,1
7,21,4,1,2020,0.457,0.677,0.464,1
7,11,4,1,2020,0.457,0.469,0.464,1
7,22,4,1,2020,0.457,0.097,0.464,0
7,8,4,1,2020,0.457,0.39,0.464,1
7,20,4,1,2020,0.457,0.61,0.464,1
6,1,0,4,2020,0.409,0.877,0.467,0
6,7,0,4,2020,0.409,0.538,0.467,1
6,6,0,4,2020,0.409,0.536,0.467,1
6,21,0,4,2020,0.409,0.677,0.467,1
6,5,0,4,2020,0.409,0.512,0.467,1
6,2,0,4,2020,0.409,0.192,0.467,0
6,20,0,4,2020,0.409,0.61,0.467,0
6,0,0,4,2020,0.409,0.273,0.467,0
5,7,2,4,2021,0.41,0.538,0.468,0
5,12,2,4,2021,0.41,0.278,0.468,0
5,11,2,4,2021,0.41,0.469,0.468,0
5,4,2,4,2021,0.41,0.446,0.468,0
5,0,2,4,2021,0.41,0.273,0.468,0
5,18,2,4,2021,0.41,0.531,0.468,0
5,9,2,4,2021,0.41,0.143,0.468,0
5,14,2,4,2021,0.41,0.514,0.468,0
